SEQ	Code	Version	Class_Kind	Usage_Kind	Super_Class	Label	REF	Children_count	Descendant_count	PATH
3160	G54.2	2019	category		G54	Cervical root disorders, not elsewhere classified		0	0	ICD10 2019~VI~G50-G59~G54
3161	G54.3	2019	category		G54	Thoracic root disorders, not elsewhere classified		0	0	ICD10 2019~VI~G50-G59~G54
3162	G54.4	2019	category		G54	Lumbosacral root disorders, not elsewhere classified		0	0	ICD10 2019~VI~G50-G59~G54
3163	G54.5	2019	category		G54	Neuralgic amyotrophy		0	0	ICD10 2019~VI~G50-G59~G54
3164	G54.6	2019	category		G54	Phantom limb syndrome with pain		0	0	ICD10 2019~VI~G50-G59~G54
3165	G54.7	2019	category		G54	Phantom limb syndrome without pain		0	0	ICD10 2019~VI~G50-G59~G54
3166	G54.8	2019	category		G54	Other nerve root and plexus disorders		0	0	ICD10 2019~VI~G50-G59~G54
3167	G54.9	2019	category		G54	Nerve root and plexus disorder, unspecified		0	0	ICD10 2019~VI~G50-G59~G54
3168	G55	2019	category	aster	G50-G59	Nerve root and plexus compressions in diseases classified elsewhere		5	0	ICD10 2019~VI~G50-G59
3169	G55.0	2019	category	aster	G55	Nerve root and plexus compressions in neoplastic disease	C00-D48&dagger;	0	0	ICD10 2019~VI~G50-G59~G55
3170	G55.1	2019	category	aster	G55	Nerve root and plexus compressions in intervertebral disc disorders	M50-M51&dagger;	0	0	ICD10 2019~VI~G50-G59~G55
3171	G55.2	2019	category	aster	G55	Nerve root and plexus compressions in spondylosis	M47.-&dagger;	0	0	ICD10 2019~VI~G50-G59~G55
3172	G55.3	2019	category	aster	G55	Nerve root and plexus compressions in other dorsopathies	M45-M46&dagger;, M48.-&dagger;, M53-M54&dagger;	0	0	ICD10 2019~VI~G50-G59~G55
3173	G55.8	2019	category	aster	G55	Nerve root and plexus compressions in other diseases classified elsewhere		0	0	ICD10 2019~VI~G50-G59~G55
3174	G56	2019	category		G50-G59	Mononeuropathies of upper limb		6	0	ICD10 2019~VI~G50-G59
3175	G56.0	2019	category		G56	Carpal tunnel syndrome		0	0	ICD10 2019~VI~G50-G59~G56
3176	G56.1	2019	category		G56	Other lesions of median nerve		0	0	ICD10 2019~VI~G50-G59~G56
3177	G56.2	2019	category		G56	Lesion of ulnar nerve		0	0	ICD10 2019~VI~G50-G59~G56
3178	G56.3	2019	category		G56	Lesion of radial nerve		0	0	ICD10 2019~VI~G50-G59~G56
3179	G56.8	2019	category		G56	Other mononeuropathies of upper limb		0	0	ICD10 2019~VI~G50-G59~G56
3180	G56.9	2019	category		G56	Mononeuropathy of upper limb, unspecified		0	0	ICD10 2019~VI~G50-G59~G56
3181	G57	2019	category		G50-G59	Mononeuropathies of lower limb		9	0	ICD10 2019~VI~G50-G59
3182	G57.0	2019	category		G57	Lesion of sciatic nerve		0	0	ICD10 2019~VI~G50-G59~G57
3183	G57.1	2019	category		G57	Meralgia paraesthetica		0	0	ICD10 2019~VI~G50-G59~G57
3184	G57.2	2019	category		G57	Lesion of femoral nerve		0	0	ICD10 2019~VI~G50-G59~G57
3185	G57.3	2019	category		G57	Lesion of lateral popliteal nerve		0	0	ICD10 2019~VI~G50-G59~G57
3186	G57.4	2019	category		G57	Lesion of medial popliteal nerve		0	0	ICD10 2019~VI~G50-G59~G57
3187	G57.5	2019	category		G57	Tarsal tunnel syndrome		0	0	ICD10 2019~VI~G50-G59~G57
3188	G57.6	2019	category		G57	Lesion of plantar nerve		0	0	ICD10 2019~VI~G50-G59~G57
3189	G57.8	2019	category		G57	Other mononeuropathies of lower limb		0	0	ICD10 2019~VI~G50-G59~G57
3190	G57.9	2019	category		G57	Mononeuropathy of lower limb, unspecified		0	0	ICD10 2019~VI~G50-G59~G57
3191	G58	2019	category		G50-G59	Other mononeuropathies		4	0	ICD10 2019~VI~G50-G59
3192	G58.0	2019	category		G58	Intercostal neuropathy		0	0	ICD10 2019~VI~G50-G59~G58
3193	G58.7	2019	category		G58	Mononeuritis multiplex		0	0	ICD10 2019~VI~G50-G59~G58
3194	G58.8	2019	category		G58	Other specified mononeuropathies		0	0	ICD10 2019~VI~G50-G59~G58
3195	G58.9	2019	category		G58	Mononeuropathy, unspecified		0	0	ICD10 2019~VI~G50-G59~G58
3196	G59	2019	category	aster	G50-G59	Mononeuropathy in diseases classified elsewhere		2	0	ICD10 2019~VI~G50-G59
3197	G59.0	2019	category	aster	G59	Diabetic mononeuropathy	E10-E14 with common fourth character .4&dagger;	0	0	ICD10 2019~VI~G50-G59~G59
3198	G59.8	2019	category	aster	G59	Other mononeuropathies in diseases classified elsewhere		0	0	ICD10 2019~VI~G50-G59~G59
3199	G60-G64	2019	block		VI	Polyneuropathies and other disorders of the peripheral nervous system		5	0	ICD10 2019~VI
3200	G60	2019	category		G60-G64	Hereditary and idiopathic neuropathy		6	0	ICD10 2019~VI~G60-G64
3201	G60.0	2019	category		G60	Hereditary motor and sensory neuropathy		0	0	ICD10 2019~VI~G60-G64~G60
3202	G60.1	2019	category		G60	Refsum disease		0	0	ICD10 2019~VI~G60-G64~G60
3203	G60.2	2019	category		G60	Neuropathy in association with hereditary ataxia		0	0	ICD10 2019~VI~G60-G64~G60
3204	G60.3	2019	category		G60	Idiopathic progressive neuropathy		0	0	ICD10 2019~VI~G60-G64~G60
3205	G60.8	2019	category		G60	Other hereditary and idiopathic neuropathies		0	0	ICD10 2019~VI~G60-G64~G60
3206	G60.9	2019	category		G60	Hereditary and idiopathic neuropathy, unspecified		0	0	ICD10 2019~VI~G60-G64~G60
3207	G61	2019	category		G60-G64	Inflammatory polyneuropathy		4	0	ICD10 2019~VI~G60-G64
3208	G61.0	2019	category		G61	Guillain-Barré syndrome		0	0	ICD10 2019~VI~G60-G64~G61
3209	G61.1	2019	category		G61	Serum neuropathy		0	0	ICD10 2019~VI~G60-G64~G61
3210	G61.8	2019	category		G61	Other inflammatory polyneuropathies		0	0	ICD10 2019~VI~G60-G64~G61
3211	G61.9	2019	category		G61	Inflammatory polyneuropathy, unspecified		0	0	ICD10 2019~VI~G60-G64~G61
3212	G62	2019	category		G60-G64	Other polyneuropathies		5	0	ICD10 2019~VI~G60-G64
3213	G62.0	2019	category		G62	Drug-induced polyneuropathy		0	0	ICD10 2019~VI~G60-G64~G62
3214	G62.1	2019	category		G62	Alcoholic polyneuropathy		0	0	ICD10 2019~VI~G60-G64~G62
3215	G62.2	2019	category		G62	Polyneuropathy due to other toxic agents		0	0	ICD10 2019~VI~G60-G64~G62
3216	G62.8	2019	category		G62	Other specified polyneuropathies		0	0	ICD10 2019~VI~G60-G64~G62
3217	G62.9	2019	category		G62	Polyneuropathy, unspecified		0	0	ICD10 2019~VI~G60-G64~G62
3218	G63	2019	category	aster	G60-G64	Polyneuropathy in diseases classified elsewhere		8	0	ICD10 2019~VI~G60-G64
3219	G63.0	2019	category	aster	G63	Polyneuropathy in infectious and parasitic diseases classified elsewhere		0	0	ICD10 2019~VI~G60-G64~G63
3220	G63.1	2019	category	aster	G63	Polyneuropathy in neoplastic disease	C00-D48&dagger;	0	0	ICD10 2019~VI~G60-G64~G63
3221	G63.2	2019	category	aster	G63	Diabetic polyneuropathy	E10-E14 with common fourth character .4&dagger;	0	0	ICD10 2019~VI~G60-G64~G63
3222	G63.3	2019	category	aster	G63	Polyneuropathy in other endocrine and metabolic diseases	E00-E07&dagger;, E15-E16&dagger;, E20-E34&dagger;, E70-E89&dagger;	0	0	ICD10 2019~VI~G60-G64~G63
3223	G63.4	2019	category	aster	G63	Polyneuropathy in nutritional deficiency	E40-E64&dagger;	0	0	ICD10 2019~VI~G60-G64~G63
3224	G63.5	2019	category	aster	G63	Polyneuropathy in systemic connective tissue disorders	M30-M35&dagger;	0	0	ICD10 2019~VI~G60-G64~G63
3225	G63.6	2019	category	aster	G63	Polyneuropathy in other musculoskeletal disorders	M00-M25&dagger;, M40-M96&dagger;	0	0	ICD10 2019~VI~G60-G64~G63
3226	G63.8	2019	category	aster	G63	Polyneuropathy in other diseases classified elsewhere		0	0	ICD10 2019~VI~G60-G64~G63
3227	G64	2019	category		G60-G64	Other disorders of peripheral nervous system		0	0	ICD10 2019~VI~G60-G64
3228	G70-G73	2019	block		VI	Diseases of myoneural junction and muscle		4	0	ICD10 2019~VI
3229	G70	2019	category		G70-G73	Myasthenia gravis and other myoneural disorders		5	0	ICD10 2019~VI~G70-G73
3230	G70.0	2019	category		G70	Myasthenia gravis		0	0	ICD10 2019~VI~G70-G73~G70
3231	G70.1	2019	category		G70	Toxic myoneural disorders		0	0	ICD10 2019~VI~G70-G73~G70
3232	G70.2	2019	category		G70	Congenital and developmental myasthenia		0	0	ICD10 2019~VI~G70-G73~G70
3233	G70.8	2019	category		G70	Other specified myoneural disorders		0	0	ICD10 2019~VI~G70-G73~G70
3234	G70.9	2019	category		G70	Myoneural disorder, unspecified		0	0	ICD10 2019~VI~G70-G73~G70
3235	G71	2019	category		G70-G73	Primary disorders of muscles		6	0	ICD10 2019~VI~G70-G73
3236	G71.0	2019	category		G71	Muscular dystrophy		0	0	ICD10 2019~VI~G70-G73~G71
3237	G71.1	2019	category		G71	Myotonic disorders		0	0	ICD10 2019~VI~G70-G73~G71
3238	G71.2	2019	category		G71	Congenital myopathies		0	0	ICD10 2019~VI~G70-G73~G71
3239	G71.3	2019	category		G71	Mitochondrial myopathy, not elsewhere classified		0	0	ICD10 2019~VI~G70-G73~G71
3240	G71.8	2019	category		G71	Other primary disorders of muscles		0	0	ICD10 2019~VI~G70-G73~G71
3241	G71.9	2019	category		G71	Primary disorder of muscle, unspecified		0	0	ICD10 2019~VI~G70-G73~G71
3242	G72	2019	category		G70-G73	Other myopathies		7	0	ICD10 2019~VI~G70-G73
3243	G72.0	2019	category		G72	Drug-induced myopathy		0	0	ICD10 2019~VI~G70-G73~G72
3244	G72.1	2019	category		G72	Alcoholic myopathy		0	0	ICD10 2019~VI~G70-G73~G72
3245	G72.2	2019	category		G72	Myopathy due to other toxic agents		0	0	ICD10 2019~VI~G70-G73~G72
3246	G72.3	2019	category		G72	Periodic paralysis		0	0	ICD10 2019~VI~G70-G73~G72
3247	G72.4	2019	category		G72	Inflammatory myopathy, not elsewhere classified		0	0	ICD10 2019~VI~G70-G73~G72
3248	G72.8	2019	category		G72	Other specified myopathies		0	0	ICD10 2019~VI~G70-G73~G72
3249	G72.9	2019	category		G72	Myopathy, unspecified		0	0	ICD10 2019~VI~G70-G73~G72
3250	G73	2019	category	aster	G70-G73	Disorders of myoneural junction and muscle in diseases classified elsewhere		8	0	ICD10 2019~VI~G70-G73
3251	G73.0	2019	category	aster	G73	Myasthenic syndromes in endocrine diseases		0	0	ICD10 2019~VI~G70-G73~G73
3252	G73.1	2019	category	aster	G73	Lambert-Eaton syndrome	C00-D48&dagger;	0	0	ICD10 2019~VI~G70-G73~G73
3253	G73.2	2019	category	aster	G73	Other myasthenic syndromes in neoplastic disease	C00-D48&dagger;	0	0	ICD10 2019~VI~G70-G73~G73
3254	G73.3	2019	category	aster	G73	Myasthenic syndromes in other diseases classified elsewhere		0	0	ICD10 2019~VI~G70-G73~G73
3255	G73.4	2019	category	aster	G73	Myopathy in infectious and parasitic diseases classified elsewhere		0	0	ICD10 2019~VI~G70-G73~G73
3256	G73.5	2019	category	aster	G73	Myopathy in endocrine diseases		0	0	ICD10 2019~VI~G70-G73~G73
3257	G73.6	2019	category	aster	G73	Myopathy in metabolic diseases		0	0	ICD10 2019~VI~G70-G73~G73
3258	G73.7	2019	category	aster	G73	Myopathy in other diseases classified elsewhere		0	0	ICD10 2019~VI~G70-G73~G73
3259	G80-G83	2019	block		VI	Cerebral palsy and other paralytic syndromes		4	0	ICD10 2019~VI
3260	G80	2019	category		G80-G83	Cerebral palsy		7	0	ICD10 2019~VI~G80-G83
3261	G80.0	2019	category		G80	Spastic quadriplegic cerebral palsy		0	0	ICD10 2019~VI~G80-G83~G80
3262	G80.1	2019	category		G80	Spastic diplegic cerebral palsy		0	0	ICD10 2019~VI~G80-G83~G80
3263	G80.2	2019	category		G80	Spastic hemiplegic cerebral palsy		0	0	ICD10 2019~VI~G80-G83~G80
3264	G80.3	2019	category		G80	Dyskinetic cerebral palsy		0	0	ICD10 2019~VI~G80-G83~G80
3265	G80.4	2019	category		G80	Ataxic cerebral palsy		0	0	ICD10 2019~VI~G80-G83~G80
3266	G80.8	2019	category		G80	Other cerebral palsy		0	0	ICD10 2019~VI~G80-G83~G80
3267	G80.9	2019	category		G80	Cerebral palsy, unspecified		0	0	ICD10 2019~VI~G80-G83~G80
3268	G81	2019	category		G80-G83	Hemiplegia		3	0	ICD10 2019~VI~G80-G83
3269	G81.0	2019	category		G81	Flaccid hemiplegia		0	0	ICD10 2019~VI~G80-G83~G81
3270	G81.1	2019	category		G81	Spastic hemiplegia		0	0	ICD10 2019~VI~G80-G83~G81
3271	G81.9	2019	category		G81	Hemiplegia, unspecified		0	0	ICD10 2019~VI~G80-G83~G81
3272	G82	2019	category		G80-G83	Paraplegia and tetraplegia		6	0	ICD10 2019~VI~G80-G83
3273	G82.0	2019	category		G82	Flaccid paraplegia		0	0	ICD10 2019~VI~G80-G83~G82
3274	G82.1	2019	category		G82	Spastic paraplegia		0	0	ICD10 2019~VI~G80-G83~G82
3275	G82.2	2019	category		G82	Paraplegia, unspecified		0	0	ICD10 2019~VI~G80-G83~G82
3276	G82.3	2019	category		G82	Flaccid tetraplegia		0	0	ICD10 2019~VI~G80-G83~G82
3277	G82.4	2019	category		G82	Spastic tetraplegia		0	0	ICD10 2019~VI~G80-G83~G82
3278	G82.5	2019	category		G82	Tetraplegia, unspecified		0	0	ICD10 2019~VI~G80-G83~G82
3279	G83	2019	category		G80-G83	Other paralytic syndromes		9	0	ICD10 2019~VI~G80-G83
3280	G83.0	2019	category		G83	Diplegia of upper limbs		0	0	ICD10 2019~VI~G80-G83~G83
3281	G83.1	2019	category		G83	Monoplegia of lower limb		0	0	ICD10 2019~VI~G80-G83~G83
3282	G83.2	2019	category		G83	Monoplegia of upper limb		0	0	ICD10 2019~VI~G80-G83~G83
3283	G83.3	2019	category		G83	Monoplegia, unspecified		0	0	ICD10 2019~VI~G80-G83~G83
3284	G83.4	2019	category		G83	Cauda equina syndrome		0	0	ICD10 2019~VI~G80-G83~G83
3285	G83.5	2019	category		G83	Locked-in syndrome		0	0	ICD10 2019~VI~G80-G83~G83
3286	G83.6	2019	category		G83	Upper motor neuron facial paralysis		0	0	ICD10 2019~VI~G80-G83~G83
3287	G83.8	2019	category		G83	Other specified paralytic syndromes		0	0	ICD10 2019~VI~G80-G83~G83
3288	G83.9	2019	category		G83	Paralytic syndrome, unspecified		0	0	ICD10 2019~VI~G80-G83~G83
3289	G90-G99	2019	block		VI	Other disorders of the nervous system		10	0	ICD10 2019~VI
3290	G90	2019	category		G90-G99	Disorders of autonomic nervous system		9	0	ICD10 2019~VI~G90-G99
3291	G90.0	2019	category		G90	Idiopathic peripheral autonomic neuropathy		0	0	ICD10 2019~VI~G90-G99~G90
3292	G90.1	2019	category		G90	Familial dysautonomia [Riley-Day]		0	0	ICD10 2019~VI~G90-G99~G90
3293	G90.2	2019	category		G90	Horner syndrome		0	0	ICD10 2019~VI~G90-G99~G90
3294	G90.4	2019	category		G90	Autonomic dysreflexia		0	0	ICD10 2019~VI~G90-G99~G90
3295	G90.5	2019	category		G90	Complex regional pain syndrome type I		0	0	ICD10 2019~VI~G90-G99~G90
3296	G90.6	2019	category		G90	Complex regional pain syndrome type II		0	0	ICD10 2019~VI~G90-G99~G90
3297	G90.7	2019	category		G90	Complex regional pain syndrome, other and unspecified type		0	0	ICD10 2019~VI~G90-G99~G90
3298	G90.8	2019	category		G90	Other disorders of autonomic nervous system		0	0	ICD10 2019~VI~G90-G99~G90
3299	G90.9	2019	category		G90	Disorder of autonomic nervous system, unspecified		0	0	ICD10 2019~VI~G90-G99~G90
3300	G91	2019	category		G90-G99	Hydrocephalus		6	0	ICD10 2019~VI~G90-G99
3301	G91.0	2019	category		G91	Communicating hydrocephalus		0	0	ICD10 2019~VI~G90-G99~G91
3302	G91.1	2019	category		G91	Obstructive hydrocephalus		0	0	ICD10 2019~VI~G90-G99~G91
3303	G91.2	2019	category		G91	Normal-pressure hydrocephalus		0	0	ICD10 2019~VI~G90-G99~G91
3304	G91.3	2019	category		G91	Post-traumatic hydrocephalus, unspecified		0	0	ICD10 2019~VI~G90-G99~G91
3305	G91.8	2019	category		G91	Other hydrocephalus		0	0	ICD10 2019~VI~G90-G99~G91
3306	G91.9	2019	category		G91	Hydrocephalus, unspecified		0	0	ICD10 2019~VI~G90-G99~G91
3307	G92	2019	category		G90-G99	Toxic encephalopathy		0	0	ICD10 2019~VI~G90-G99
3308	G93	2019	category		G90-G99	Other disorders of brain		10	0	ICD10 2019~VI~G90-G99
3309	G93.0	2019	category		G93	Cerebral cysts		0	0	ICD10 2019~VI~G90-G99~G93
3310	G93.1	2019	category		G93	Anoxic brain damage, not elsewhere classified		0	0	ICD10 2019~VI~G90-G99~G93
3311	G93.2	2019	category		G93	Benign intracranial hypertension		0	0	ICD10 2019~VI~G90-G99~G93
3312	G93.3	2019	category		G93	Postviral fatigue syndrome		0	0	ICD10 2019~VI~G90-G99~G93
3313	G93.4	2019	category		G93	Encephalopathy, unspecified		0	0	ICD10 2019~VI~G90-G99~G93
3314	G93.5	2019	category		G93	Compression of brain		0	0	ICD10 2019~VI~G90-G99~G93
3315	G93.6	2019	category		G93	Cerebral oedema		0	0	ICD10 2019~VI~G90-G99~G93
3316	G93.7	2019	category		G93	Reye syndrome		0	0	ICD10 2019~VI~G90-G99~G93
3317	G93.8	2019	category		G93	Other specified disorders of brain		0	0	ICD10 2019~VI~G90-G99~G93
3318	G93.9	2019	category		G93	Disorder of brain, unspecified		0	0	ICD10 2019~VI~G90-G99~G93
3319	G94	2019	category	aster	G90-G99	Other disorders of brain in diseases classified elsewhere		5	0	ICD10 2019~VI~G90-G99
3320	G94.0	2019	category	aster	G94	Hydrocephalus in infectious and parasitic diseases classified elsewhere	A00-B99&dagger;	0	0	ICD10 2019~VI~G90-G99~G94
3321	G94.1	2019	category	aster	G94	Hydrocephalus in neoplastic disease	C00-D48&dagger;	0	0	ICD10 2019~VI~G90-G99~G94
3322	G94.2	2019	category	aster	G94	Hydrocephalus in other diseases classified elsewhere		0	0	ICD10 2019~VI~G90-G99~G94
3323	G94.3	2019	category	aster	G94	Encephalopathy in diseases classified elsewhere		0	0	ICD10 2019~VI~G90-G99~G94
3324	G94.8	2019	category	aster	G94	Other specified disorders of brain in diseases classified elsewhere		0	0	ICD10 2019~VI~G90-G99~G94
3325	G95	2019	category		G90-G99	Other diseases of spinal cord		5	0	ICD10 2019~VI~G90-G99
3326	G95.0	2019	category		G95	Syringomyelia and syringobulbia		0	0	ICD10 2019~VI~G90-G99~G95
3327	G95.1	2019	category		G95	Vascular myelopathies		0	0	ICD10 2019~VI~G90-G99~G95
3328	G95.2	2019	category		G95	Cord compression, unspecified		0	0	ICD10 2019~VI~G90-G99~G95
3329	G95.8	2019	category		G95	Other specified diseases of spinal cord		0	0	ICD10 2019~VI~G90-G99~G95
3330	G95.9	2019	category		G95	Disease of spinal cord, unspecified		0	0	ICD10 2019~VI~G90-G99~G95
3331	G96	2019	category		G90-G99	Other disorders of central nervous system		4	0	ICD10 2019~VI~G90-G99
3332	G96.0	2019	category		G96	Cerebrospinal fluid leak		0	0	ICD10 2019~VI~G90-G99~G96
3333	G96.1	2019	category		G96	Disorders of meninges, not elsewhere classified		0	0	ICD10 2019~VI~G90-G99~G96
3334	G96.8	2019	category		G96	Other specified disorders of central nervous system		0	0	ICD10 2019~VI~G90-G99~G96
3335	G96.9	2019	category		G96	Disorder of central nervous system, unspecified		0	0	ICD10 2019~VI~G90-G99~G96
3336	G97	2019	category		G90-G99	Postprocedural disorders of nervous system, not elsewhere classified		5	0	ICD10 2019~VI~G90-G99
3337	G97.0	2019	category		G97	Cerebrospinal fluid leak from spinal puncture		0	0	ICD10 2019~VI~G90-G99~G97
3338	G97.1	2019	category		G97	Other reaction to spinal and lumbar puncture		0	0	ICD10 2019~VI~G90-G99~G97
3339	G97.2	2019	category		G97	Intracranial hypotension following ventricular shunting		0	0	ICD10 2019~VI~G90-G99~G97
3340	G97.8	2019	category		G97	Other postprocedural disorders of nervous system		0	0	ICD10 2019~VI~G90-G99~G97
3341	G97.9	2019	category		G97	Postprocedural disorder of nervous system, unspecified		0	0	ICD10 2019~VI~G90-G99~G97
3342	G98	2019	category		G90-G99	Other disorders of nervous system, not elsewhere classified		0	0	ICD10 2019~VI~G90-G99
3343	G99	2019	category	aster	G90-G99	Other disorders of nervous system in diseases classified elsewhere		4	0	ICD10 2019~VI~G90-G99
3344	G99.0	2019	category	aster	G99	Autonomic neuropathy in endocrine and metabolic diseases		0	0	ICD10 2019~VI~G90-G99~G99
3345	G99.1	2019	category	aster	G99	Other disorders of autonomic nervous system in other diseases classified elsewhere		0	0	ICD10 2019~VI~G90-G99~G99
3346	G99.2	2019	category	aster	G99	Myelopathy in diseases classified elsewhere		0	0	ICD10 2019~VI~G90-G99~G99
3347	G99.8	2019	category	aster	G99	Other specified disorders of nervous system in diseases classified elsewhere		0	0	ICD10 2019~VI~G90-G99~G99
3348	VII	2019	chapter		ICD10 2019	Diseases of the eye and adnexa		11	0	ICD10 2019
3349	H00-H06	2019	block		VII	Disorders of eyelid, lacrimal system and orbit		7	0	ICD10 2019~VII
3350	H00	2019	category		H00-H06	Hordeolum and chalazion		2	0	ICD10 2019~VII~H00-H06
3351	H00.0	2019	category		H00	Hordeolum and other deep inflammation of eyelid		0	0	ICD10 2019~VII~H00-H06~H00
3352	H00.1	2019	category		H00	Chalazion		0	0	ICD10 2019~VII~H00-H06~H00
3353	H01	2019	category		H00-H06	Other inflammation of eyelid		4	0	ICD10 2019~VII~H00-H06
3354	H01.0	2019	category		H01	Blepharitis		0	0	ICD10 2019~VII~H00-H06~H01
3355	H01.1	2019	category		H01	Noninfectious dermatoses of eyelid		0	0	ICD10 2019~VII~H00-H06~H01
3356	H01.8	2019	category		H01	Other specified inflammation of eyelid		0	0	ICD10 2019~VII~H00-H06~H01
3357	H01.9	2019	category		H01	Inflammation of eyelid, unspecified		0	0	ICD10 2019~VII~H00-H06~H01
3358	H02	2019	category		H00-H06	Other disorders of eyelid		10	0	ICD10 2019~VII~H00-H06
3359	H02.0	2019	category		H02	Entropion and trichiasis of eyelid		0	0	ICD10 2019~VII~H00-H06~H02
3360	H02.1	2019	category		H02	Ectropion of eyelid		0	0	ICD10 2019~VII~H00-H06~H02
3361	H02.2	2019	category		H02	Lagophthalmos		0	0	ICD10 2019~VII~H00-H06~H02
3362	H02.3	2019	category		H02	Blepharochalasis		0	0	ICD10 2019~VII~H00-H06~H02
3363	H02.4	2019	category		H02	Ptosis of eyelid		0	0	ICD10 2019~VII~H00-H06~H02
3364	H02.5	2019	category		H02	Other disorders affecting eyelid function		0	0	ICD10 2019~VII~H00-H06~H02
3365	H02.6	2019	category		H02	Xanthelasma of eyelid		0	0	ICD10 2019~VII~H00-H06~H02
3366	H02.7	2019	category		H02	Other degenerative disorders of eyelid and periocular area		0	0	ICD10 2019~VII~H00-H06~H02
3367	H02.8	2019	category		H02	Other specified disorders of eyelid		0	0	ICD10 2019~VII~H00-H06~H02
3368	H02.9	2019	category		H02	Disorder of eyelid, unspecified		0	0	ICD10 2019~VII~H00-H06~H02
3369	H03	2019	category	aster	H00-H06	Disorders of eyelid in diseases classified elsewhere		3	0	ICD10 2019~VII~H00-H06
3370	H03.0	2019	category	aster	H03	Parasitic infestation of eyelid in diseases classified elsewhere		0	0	ICD10 2019~VII~H00-H06~H03
3371	H03.1	2019	category	aster	H03	Involvement of eyelid in other infectious diseases classified elsewhere		0	0	ICD10 2019~VII~H00-H06~H03
3372	H03.8	2019	category	aster	H03	Involvement of eyelid in other diseases classified elsewhere		0	0	ICD10 2019~VII~H00-H06~H03
3373	H04	2019	category		H00-H06	Disorders of lacrimal system		9	0	ICD10 2019~VII~H00-H06
3374	H04.0	2019	category		H04	Dacryoadenitis		0	0	ICD10 2019~VII~H00-H06~H04
3375	H04.1	2019	category		H04	Other disorders of lacrimal gland		0	0	ICD10 2019~VII~H00-H06~H04
3376	H04.2	2019	category		H04	Epiphora		0	0	ICD10 2019~VII~H00-H06~H04
3377	H04.3	2019	category		H04	Acute and unspecified inflammation of lacrimal passages		0	0	ICD10 2019~VII~H00-H06~H04
3378	H04.4	2019	category		H04	Chronic inflammation of lacrimal passages		0	0	ICD10 2019~VII~H00-H06~H04
3379	H04.5	2019	category		H04	Stenosis and insufficiency of lacrimal passages		0	0	ICD10 2019~VII~H00-H06~H04
3380	H04.6	2019	category		H04	Other changes in lacrimal passages		0	0	ICD10 2019~VII~H00-H06~H04
3381	H04.8	2019	category		H04	Other disorders of lacrimal system		0	0	ICD10 2019~VII~H00-H06~H04
3382	H04.9	2019	category		H04	Disorder of lacrimal system, unspecified		0	0	ICD10 2019~VII~H00-H06~H04
3383	H05	2019	category		H00-H06	Disorders of orbit		8	0	ICD10 2019~VII~H00-H06
3384	H05.0	2019	category		H05	Acute inflammation of orbit		0	0	ICD10 2019~VII~H00-H06~H05
3385	H05.1	2019	category		H05	Chronic inflammatory disorders of orbit		0	0	ICD10 2019~VII~H00-H06~H05
3386	H05.2	2019	category		H05	Exophthalmic conditions		0	0	ICD10 2019~VII~H00-H06~H05
3387	H05.3	2019	category		H05	Deformity of orbit		0	0	ICD10 2019~VII~H00-H06~H05
3388	H05.4	2019	category		H05	Enophthalmos		0	0	ICD10 2019~VII~H00-H06~H05
3389	H05.5	2019	category		H05	Retained (old) foreign body following penetrating wound of orbit		0	0	ICD10 2019~VII~H00-H06~H05
3390	H05.8	2019	category		H05	Other disorders of orbit		0	0	ICD10 2019~VII~H00-H06~H05
3391	H05.9	2019	category		H05	Disorder of orbit, unspecified		0	0	ICD10 2019~VII~H00-H06~H05
3392	H06	2019	category	aster	H00-H06	Disorders of lacrimal system and orbit in diseases classified elsewhere		4	0	ICD10 2019~VII~H00-H06
3393	H06.0	2019	category	aster	H06	Disorders of lacrimal system in diseases classified elsewhere		0	0	ICD10 2019~VII~H00-H06~H06
3394	H06.1	2019	category	aster	H06	Parasitic infestation of orbit in diseases classified elsewhere		0	0	ICD10 2019~VII~H00-H06~H06
3395	H06.2	2019	category	aster	H06	Dysthyroid exophthalmos	E05.-&dagger;	0	0	ICD10 2019~VII~H00-H06~H06
3396	H06.3	2019	category	aster	H06	Other disorders of orbit in diseases classified elsewhere		0	0	ICD10 2019~VII~H00-H06~H06
3397	H10-H13	2019	block		VII	Disorders of conjunctiva		3	0	ICD10 2019~VII
3398	H10	2019	category		H10-H13	Conjunctivitis		8	0	ICD10 2019~VII~H10-H13
3399	H10.0	2019	category		H10	Mucopurulent conjunctivitis		0	0	ICD10 2019~VII~H10-H13~H10
3400	H10.1	2019	category		H10	Acute atopic conjunctivitis		0	0	ICD10 2019~VII~H10-H13~H10
3401	H10.2	2019	category		H10	Other acute conjunctivitis		0	0	ICD10 2019~VII~H10-H13~H10
3402	H10.3	2019	category		H10	Acute conjunctivitis, unspecified		0	0	ICD10 2019~VII~H10-H13~H10
3403	H10.4	2019	category		H10	Chronic conjunctivitis		0	0	ICD10 2019~VII~H10-H13~H10
3404	H10.5	2019	category		H10	Blepharoconjunctivitis		0	0	ICD10 2019~VII~H10-H13~H10
3405	H10.8	2019	category		H10	Other conjunctivitis		0	0	ICD10 2019~VII~H10-H13~H10
3406	H10.9	2019	category		H10	Conjunctivitis, unspecified		0	0	ICD10 2019~VII~H10-H13~H10
3407	H11	2019	category		H10-H13	Other disorders of conjunctiva		7	0	ICD10 2019~VII~H10-H13
